,EcNumber,Enzyme_Synonyms
52,1.1.1.146,"['1.1.1.146', '11 beta-hydroxysteroid dehydrogenase type 1', '11-beta-HSD1', '11-beta-HSD1 (oxidase) NADP+', '11-beta-HSD2', '11-beta-hydroxysteroid dehydrogenase type1', '11-DH', '11-DH2', '11-oxoreductase', '11beta hydroxysteroid dehydrogenase type 1', '11beta-HSD', '11beta-HSD 1', '11beta-HSD type 1', '11beta-HSD-1', '11beta-HSD-2', '11beta-HSD1', '11beta-HSD1A', '11beta-HSD2', '11beta-hydroxy steroid dehydrogenase', '11beta-hydroxysteroid dehydrogenase', '11beta-hydroxysteroid dehydrogenase 1', '11beta-hydroxysteroid dehydrogenase isoforms 1', '11beta-hydroxysteroid dehydrogenase type 1', '11beta-hydroxysteroid dehydrogenase type 2', '11beta-hydroxysteroid dehydrogenase type I', '11beta-hydroxysteroid dehydrogenase type-1', '11beta-hydroxysteroid dehydrogenase-1', '11beta-hydroxysteroid dehydrogenases type 1', '11beta-hydroxysteroid-dehydrogenase type I', '11beta-hydroxysteroid:NADP+ 11-oxidoreductase', '11betaHSD1', '11betaHSD2', '11HSD1', 'beta-hydroxysteroid dehydrogenase', 'corticosteroid 11-reductase', 'corticosteroid 11beta-dehydrogenase', 'dehydrogenase, 11beta-hydroxy steroid', 'HSD1', 'HSD11B', 'HSD11B1', 'Hsd11B2', 'hydroxysteroid (11-beta) dehydrogenase', 'isozyme 11beta-HSD1', 'More', 'NAD-dependent 11-beta-hydroxysteroid dehydrogenase', 'NADP(+)-dependent 11beta-dehydrogenase', 'NADP+-dependent 11beta-hydroxysteroid dehydrogenase 1', 'type 1 11beta-hydroxysteroid dehydrogenase']"
53,1.1.1.147,"['1.1.1.147', '16alpha-hydroxy steroid dehydrogenase', '16alpha-hydroxysteroid dehydrogenase', '16alpha-hydroxysteroid:NAD(P)+ 16-oxidoreductase']"
54,1.1.1.148,"['1.1.1.148', '17alpha-estradiol dehydrogenase', '17alpha-HSD', '17alpha-hydroxy steroid dehydrogenase', '17alpha-hydroxy steroid oxidoreductase', '17alpha-hydroxysteroid dehydrogenase', '17alpha-hydroxysteroid oxidoreductase', '17alpha-hydroxysteroid:NAD(P)+ 17-oxidoreductase', 'estradiol 17alpha-dehydrogenase', 'estradiol 17alpha-oxidoreductase', 'More']"
55,1.1.1.149,"['1.1.1.149', '20-alpha-HSD', '20-alpha-hydroxysteroid dehydrogenase', '20alpha-HSD', '20alpha-HSDH', '20alpha-hydroxy steroid dehydrogenase', '20alpha-hydroxysteroid dehydrogenase', '20alpha-hydroxysteroid oxidoreductase', '20alpha-hydroxysteroid:NAD(P)+ 20-oxidoreductase', '20alpha-OH-SDH', 'AKR1C1', 'AKR1C23', 'AKR1C3', 'AKR1C5', 'aldo-keto reductase family 1 member C1', 'HSD1']"
56,1.1.1.15,"['1.1.1.15', 'BjSDH', 'D-iditol 2-dehydrogenase', 'D-iditol:NAD+ 2-oxidoreductase', 'D-sorbitol dehydrogenase', 'SDH', 'sorbitol dehydrogenase']"
57,1.1.1.150,"['1.1.1.150', '21-hydroxysteroid dehydrogenase (NAD+)', '21-hydroxysteroid:NAD+ 21-oxidoreductase']"
58,1.1.1.151,"['1.1.1.151', '21-hydroxy steroid (NADP) dehydrogenase', '21-hydroxy steroid dehydrogenase', '21-hydroxy steroid dehydrogenase (NADP)', '21-hydroxysteroid dehydrogenase (NADP+)', '21-hydroxysteroid:NADP+ 21-oxidoreductase', 'NADP-21-hydroxysteroid dehydrogenase']"
59,1.1.1.152,"['1.1.1.152', '3alpha-hydroxy-5beta-androstane-17-one 3alpha-dehydrogenase', '3alpha-hydroxy-5beta-steroid dehydrogenase', '3alpha-hydroxy-5beta-steroid:NAD+ 3-oxidoreductase', 'etiocholanolone 3alpha-dehydrogenase']"
60,1.1.1.153,"['1.1.1.153', 'AKR1B1', 'L-erythro-7,8-dihydrobiopterin:NADP+ oxidoreductase', 'MDSPR', 'reductase, sepiapterin', 'sepiapterin reductase', 'sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)', 'SPR', 'SR']"
61,1.1.1.154,"['(S)-ureidoglycolate dehydrogenase', '(S)-ureidoglycolate:NAD(P)+ oxidoreductase', '1.1.1.154', 'AllD', 'S-ureidoglycolate dehydrogenase', 'ureidoglycolate dehydrogenase']"
62,1.1.1.155,"['1.1.1.155', 'homoisocitrate dehydrogenase']"
63,1.1.1.156,"['1.1.1.156', 'DHA oxidoreductase', 'DHAR', 'dihydroxy (reduced nicotinamide adenine dinucleotide phosphate) reductase', 'dihydroxyacetone reductase', 'dihydroxyacetone reductase (NADPH)', 'GDH4', 'GLD2', 'glycerol 2-dehydrogenase (NADP+)', 'glycerol:NADP 2-oxidoreductase, dihydroxyacetone forming', 'glycerol:NADP+ 2-oxidoreductase (glycerone-forming)', 'NADP-dependent GLDH', 'NADPH-DHAR']"
64,1.1.1.157,"['(S)-3-hydroxybutanoyl-CoA:NADP+ oxidoreductase', '(S)-3-hydroxybutyryl-CoA dehydrogenase', '1.1.1.157', '3-hydroxybutyryl-CoA dehydrogenase', 'beta-hydroxybutyryl coenzyme A dehydrogenase', 'beta-hydroxybutyryl-CoA dehydrogenase', 'BHBD', 'CP 26', 'dehydrogenase, L-3-hydroxybutyryl coenzyme A (nicotinamide adenine dinucleotide phosphate)', 'L(+)-3-hydroxybutyryl-CoA dehydrogenase', 'L-(+)-3-hydroxybutyryl-CoA dehydrogenase', 'Msed_0399']"
65,1.1.1.158,"['1.1.1.158', 'UDP-N-acetylmuramate dehydrogenase']"
66,1.1.1.159,"['1.1.1.159', '7-alpha-HSDH', '7-HSDH', '7alpha-HSD', '7alpha-HSDH', '7alpha-hydroxy steroid dehydrogenase', '7alpha-hydroxysteroid dehydrogenase', '7alpha-hydroxysteroid:NAD+ 7-oxidoreductase', 'Bile acid-inducible protein', 'CA 7alpha-HSDH', 'Ca7alpha-HSDH', 'dehydrogenase, 7alpha-hydroxy steroid']"
67,1.1.1.16,"['1.1.1.16', 'dulcitol dehydrogenase', 'galactitol 2-dehydrogenase', 'galactitol dehydrogenase', 'galactitol:NAD+ 2-oxidoreductase', 'Lad1', 'LadB']"
68,1.1.1.160,"[""(+/-)-5-[(tert-butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol:NADP+ oxidoreductase"", '1.1.1.160', 'bunolol reductase', 'dehydrogenase, dihydrobunolol', 'dihydrobunolol dehydrogenase']"
69,1.1.1.161,"['1.1.1.161', 'cholestanetriol 26-monooxygenase']"
70,1.1.1.162,"['1.1.1.162', 'D-erythrulose reductase', 'D-threitol:NADP+ oxidoreductase', 'erythrulose reductase', 'reductase, D-erythrulose']"
71,1.1.1.163,"['1.1.1.163', 'cyclopentanol dehydrogenase', 'cyclopentanol:NAD+ oxidoreductase']"
72,1.1.1.164,"['1.1.1.164', 'dehydrogenase, hexadecanol', 'hexadecanol dehydrogenase', 'hexadecanol:NAD+ oxidoreductase']"
73,1.1.1.165,"['1.1.1.165', '2-alkyn-1-ol dehydrogenase', '2-butyne-1,4-diol:NAD+ 1-oxidoreductase']"
74,1.1.1.166,"['(-)t-3,t-4-dihydroxycyclohexane-c-1-carboxylate-NAD oxidoreductase', '(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate:NAD+ 3-oxidoreductase', '1.1.1.166', 'dihydroxycyclohexanecarboxylate dehydrogenase', 'hydroxycyclohexanecarboxylate dehydrogenase']"
75,1.1.1.167,"['1.1.1.167', 'hydroxymalonate dehydrogenase', 'hydroxymalonate:NAD+ oxidoreductase']"
76,1.1.1.168,"['(R)-pantolactone:NADP+ oxidoreductase (Re-specific)', '(R)-pantoyl-lactone:NADP+ oxidoreductase (A-specific)', '1.1.1.168', '2-dehydropantolactone reductase (Re-specific)', '2-dehydropantoyl-lactone reductase', '2-dehydropantoyl-lactone reductase (A-specific)', '2-ketopantoyl lactone reductase', 'ketopantoyl lactone reductase', 'reductase, 2-oxopantoyl lactone']"
77,1.1.1.169,"['(R)-pantoate:NADP+ 2-oxidoreductase', '1.1.1.169', '2-dehydropantoate 2-reductase', '2-ketopantoate reductase', '2-ketopantoic acid reductase', '2-oxopantoate reductase', 'ketopantoate reductase', 'ketopantoic acid reductase', 'KPA reductase', 'KPR', 'More', 'panG', 'Tk-KPR', 'TK1968', 'TK1968 protein']"
78,1.1.1.17,"['1.1.1.17', 'BbMPD', 'D-mannitol-1-phosphate dehydrogenase', 'D-mannitol-1-phosphate:NAD+ 5-oxidoreductase', 'dehydrogenase, mannitol 1-phosphate', 'EsM1PDH1', 'EsM1PDH2', 'EsM1PDH3', 'fructose 6-phosphate reductase', 'hexose reductase', 'long-chain mannitol-1-phosphate 5-dehydrogenase', 'long-chain mannitol-1-phosphate dehydrogenase', 'M1PDH', 'M1PDH1', 'M1PDH2', 'M1PDH3', 'mannitol 1-phosphate 5-dehydrogenase', 'mannitol 1-phosphate dehydrogenase', 'mannitol-1-phosphate 5-dehydrogenase', 'mannitol-1-phosphate dehydrogenase', 'MPD', 'MpdA', 'MPDH', 'MPDH1', 'MPDH2', 'MPDH3', 'Mtl-1-P dehydrogenase', 'MtlD', 'NAD+-dependent mannitol-1-phosphate dehydrogenase', 'NADH-dependent mannitol-1-phosphate 5-dehydrogenase']"
79,1.1.1.170,"['1.1.1.170', '3beta-hydroxy-4alpha-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating)', '3beta-hydroxy-4beta-methylcholestenoate dehydrogenase', '3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase (decarboxylating)', '3beta-hydroxysteroid-4alpha-carboxylate:NAD(P)+ 3-oxidoreductase (decarboxylating)', '4alpha-carboxylic acid decarboxylase', 'C-3 sterol dehydrogenase(C-4 decarboxylase)', 'Erg26', 'Erg26p', 'NSDHL', 'sterol 4alpha-carboxylic decarboxylase', 'sterol-4-alpha-carboxylate 3-dehydrogenase', 'sterol-4-alpha-carboxylate-3-dehydrogenase', 'sterol-4alpha-carboxylate 3-dehydrogenase']"
80,1.1.1.171,"['1.1.1.171', 'methylenetetrahydrofolate reductase (NADPH)']"
81,1.1.1.172,"['1.1.1.172', '2-hydroxyadipate:NAD+ 2-oxidoreductase', '2-ketoadipate reductase', '2-oxoadipate reductase', 'alpha-ketoadipate reductase']"
82,1.1.1.173,"['1.1.1.173', 'L-rhamnofuranose:NAD+ 1-oxidoreductase', 'L-rhamnose 1-dehydrogenase', 'L-rhamnose-1-dehydrogenase', 'NAD-utilizing L-rhamnose 1-dehydrogenase', 'Sulth_3559']"
83,1.1.1.174,"['1.1.1.174', 'cyclohexane-1,2-diol dehydrogenase', 'trans-cyclohexane-1,2-diol:NAD+ 1-oxidoreductase']"
84,1.1.1.175,"['(NAD)-linked D-xylose dehydrogenase', '1.1.1.175', 'D-xylose 1-dehydrogenase', 'D-xylose dehydrogenase', 'D-xylose:NAD+ 1-oxidoreductase', 'More', 'NAD+-dependent xylose dehydrogenase', 'NAD-D-xylose dehydrogenase', 'XDH', 'XylB']"
85,1.1.1.176,"['1.1.1.176', '12alpha-HSDH', '12alpha-hydroxy steroid dehydrogenase', '12alpha-hydroxysteroid dehydrogenase', '12alpha-hydroxysteroid:NADP+ 12-oxidoreductase', 'dehydrogenase, 12alpha-hydroxy steroid', 'NAD+-dependent 12alpha-HSDH', 'NAD-dependent 12alpha-hydroxysteroid dehydrogenase', 'NADP+-dependent 12alpha-HSDH', 'NADP-12alpha-hydroxysteroid dehydrogenase', 'NADP-dependent 12alpha-hydroxysteroid dehydrogenase']"
86,1.1.1.177,"['1.1.1.177', 'glycerin-3-phosphate dehydrogenase', 'glycerol phosphate (nicotinamide adenine dinucleotide phosphate) dehydrogenase', 'glycerol-3-phosphate 1-dehydrogenase (NADP+)', 'L-glycerol 3-phosphate:NADP oxidoreductase', 'NADPH-dependent glycerin-3-phosphate dehydrogenase', 'sn-glycerol-3-phosphate:NADP+ 1-oxidoreductase']"
87,1.1.1.178,"['(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase', '1.1.1.178', '17beta-HSD10', '2-methyl-3-hydroxy-butyryl CoA dehydrogenase', '2-methyl-3-hydroxybutyryl coenzyme A dehydrogenase', '2-methyl-3-hydroxybutyryl-CoA dehydrogenase', '3-hydroxy-2-methylbutyryl-CoA dehydrogenase', '3-hydroxyacyl-CoA dehydrogenase type II', 'dehydrogenase, 2-methyl-3-hydroxybutyryl coenzyme A', 'HSD10', 'MHBD', 'short-chain L-3-hydroxy-2-methylacyl-CoA dehydrogenase']"
88,1.1.1.179,"['1.1.1.179', 'D-xylose (nicotinamide adenine dinucleotide phosphate) dehydrogenase', 'D-xylose 1-dehydrogenase (NADP+)', 'D-xylose dehydrogenase', 'D-xylose-NADP dehydrogenase', 'D-xylose:NADP+ 1-oxidoreductase', 'D-xylose:NADP+ oxidoreductase', 'NADP+-dependent D-xylose dehydrogenase', 'NADP+:D-xylose dehydrogenase', 'XDH', 'xyd1']"
89,1.1.1.18,"['1.1.1.18', 'BsIDH', 'IDH', 'inositol 2-dehydrogenase', 'inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase', 'inositol dehydrogenase', 'iolG', 'iolG1', 'iolG2', 'LcIDH1', 'LcIDH2', 'MI dehydrogenase', 'More', 'myo-inositol 2-dehydrogenase', 'myo-inositol dehydrogenase', 'myo-inositol:NAD+ 2-oxidoreductase', 'myo-inositol:NAD2 oxidoreductase']"
90,1.1.1.180,"['1.1.1.180', 'mannonate dehydrogenase (NAD(P)+)']"
91,1.1.1.181,"['1.1.1.181', '3beta-hydroxy-DELTA5-C27-steroid oxidoreductase', '5-cholestene-3beta,7alpha-diol 3beta-dehydrogenase', 'cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase', 'cholest-5-ene-3beta,7alpha-diol:NAD+ 3-oxidoreductase']"
92,1.1.1.182,"['1.1.1.182', 'fenchol dehydrogenase']"
93,1.1.1.183,"['1.1.1.183', 'GDH', 'GeDH', 'GEDH1', 'geraniol dehydrogenase', 'geraniol dehydrogenase (NADP+)', 'geraniol dehydrogenase-like enzyme', 'geraniol-DH I', 'geraniol-DH II', 'geraniol:NADP+ oxidoreductase', 'More', 'NADP+-dependent geraniol dehydrogenase', 'OaGDH', 'YjgB', 'ZoGeDH']"
94,1.1.1.184,"['1.1.1.184', '15-hydroxyprostaglandin dehydrogenase [NADP+]', '2,5-diketo-D-gluconic acid reductase', 'Adipocyte P27 protein', 'aldehyde reductase 1', 'aldehyde reductase I', 'aldo-keto reductase', 'ALR3', 'AP27', 'carbonyl reductase', 'carbonyl reductase (NADPH)', 'carbonyl reductase 1', 'carbonyl reductase 3', 'carbonyl reductase S1', 'CBR', 'CBR 1', 'CBR 3', 'CBR1', 'CBR3', 'CHCR', 'CHCR1', 'CHCR2', 'CHCR3', 'CR', 'CSCR1', 'Gox0644', 'Gox1615', 'hCBR1', 'ketoreductase', 'KLCR1', 'KR', 'LCR', 'LOC415661', 'LOC610164', 'microsomal carbonyl reductase', 'More', 'NADP+-dependent ADH', 'NADPH-carbonyl reductase', 'NADPH-dependent carbonyl reductase', 'NADPH-dependent carbonyl reductase S1', 'NCCR', 'nonspecific NADPH-dependent carbonyl reductase', 'peroxisomal-type carbonyl reductase', 'PHCR', 'prostaglandin 9-ketoreductase', 'Prostaglandin-E2 9-reductase', 'PTCR', 'R-specific carbonyl reductase', 'reductase S1', 'reductase, carbonyl', 'RLCR', 'SCR', 'SDR21C1', 'secondary-alcohol: NADP+-oxidoreductase', 'secondary-alcohol:NADP+ oxidoreductase', 'short-chain (S)-1-phenyl-1,2-ethanediol dehydrogenase', 'short-chain carbonyl reductase', 'sniffer', 'SSCR', 'tetrameric carbonyl reductase', 'Tm1743', 'Tm_1743', 'xenobiotic carbonyl reductase', 'xenobiotic ketone reductase', 'YGL039w1', 'YGL039w2', 'YtbE']"
95,1.1.1.185,"['1.1.1.185', 'glycol (nicotinamide adenine dinucleotide (phosphate)) dehydrogenase', 'L-(+)-glycol:NAD(P) oxidoreductase', 'L-glycol dehydrogenase', 'L-glycol dehydrogenase (NAD+)', 'L-glycol:NAD(P) dehydrogenase', 'L-glycol:NAD(P)+ oxidoreductase']"
96,1.1.1.186,"['1.1.1.186', 'dTDP-D-galactose:NADP+ 6-oxidoreductase', 'dTDP-galactose 6-dehydrogenase', 'thymidine-diphosphate-galactose dehydrogenase']"
97,1.1.1.187,"['1.1.1.187', 'GDP KR reductase', 'GDP-4-dehydro-D-rhamnose reductase', 'GDP-4-keto-6-deoxy-D-mannose reductase', 'GDP-4-keto-D-rhamnose reductase', 'GDP-6-deoxy-alpha-D-mannose:NAD(P)+ 4-oxidoreductase', 'guanosine diphosphate-4-keto-D-rhamnose reductase', 'RMD', 'tld gene product']"
98,1.1.1.188,"['(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 11-oxidoreductase', '1.1.1.188', '17beta-hydroxysteroid dehydrogenase type 5', '17betaHSD5', '20alpha-HSD/PGFS', '20alpha-hydroxysteroid dehydrogenase/prostaglandin F-synthase', '9,11-endoperoxidase reductase', 'AKR1B1', 'AKR1B3', 'AKR1B7', 'AKR1C3', 'aldo-keto reductase', 'aldo-keto reductase 1C3', 'aldo-ketoreductase 1B1', 'ALDR1', 'ALR2', 'DD1', 'dihydrodiol dehydrogenase 1', 'LemaA.00019.a.B1', 'm-PGFS', 'More', 'NADPH-dependent prostaglandin D2 11-keto reductase', 'P100/11E', 'PG endoperoxide reductase', 'PGD 11-ketoreductase', 'PGD2 11-ketoreductase', 'PGD2 11-ketoreductase activity', 'PGF', 'PGF synthase', 'PGF synthase I', 'PGF synthase II', 'PGF2alpha synthase', 'PGF2alpha-synthase', 'PGF2alpha-synthetic activity', 'PGFS', 'PGFS I', 'PGFS-I', 'PGFS-II', 'PGFSI', 'PGFSII', 'PGH 9-,11-endoperoxide reductase', 'PGH2 9,11-endoperoxidase', 'PGH2 9,11-endoperoxide reductase', 'PGH2 9-,11-endoperoxide reductase', 'prostaglandin 11-keto reductase', 'prostaglandin 11-ketoreductase', 'prostaglandin D2 11-ketoreductase', 'prostaglandin D2-ketoreductase', 'prostaglandin F synthase', 'prostaglandin F synthase I', 'prostaglandin F synthase II', 'prostaglandin F synthetase', 'prostaglandin F2alpha synthase', 'prostaglandin F2alpha-synthase', 'prostaglandin-D2 11-reductase', 'prostaglandin-F synthase', 'prostaglandin-F2alpha synthase', 'prostamide/PGF synthase', 'prostamide/prostaglandin F synthase', 'reductase, 15-hydroxy-11-oxoprostaglandin', 'synthetase, prostaglandin F2alpha', 'Tc00.1047053511287.49', 'TrcrA.00019.a.B1', 'type 5 17beta-hydroxysteroid dehydrogenase/prostaglandin F synthase', 'vas deferens protein']"
99,1.1.1.189,"['(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 9-oxidoreductase', '1.1.1.189', '20-alpha-HSD', '20-alpha-hydroxysteroid dehydrogenase', '9-keto-prostaglandin E2 reductase', '9-ketoprostaglandin reductase', '9-KPR', 'CBR1', 'More', 'mPGES', 'PG 9-ketoreductase/carbonyl reductase', 'PGE 9-ketoreductase', 'PGE2 9-ketoreductase', 'PGE2-9-K', 'PGE2-9-ketoreductase', 'PGE2-9-OR', 'prostaglandin 9-ketoreductase', 'prostaglandin 9-ketoreductase/carbonyl reductase', 'prostaglandin E 9-ketoreductase', 'prostaglandin E2 9-ketoreductase', 'prostaglandin E2-9-oxoreductase', 'prostaglandin-E2 9-keto reductase', 'prostaglandin-E2 9-reductase', 'reductase, 15-hydroxy9-oxoprostaglandin']"
100,1.1.1.19,"['1.1.1.19', 'AKR1A1', 'aldehyde reductase', 'aldehyde reductase II', 'ALR1', 'D-glucuronate dehydrogenase', 'D-glucuronate reductase', 'D-glucuronic reductase', 'glucuronate reductase', 'hexonate dehydrogenase', 'L-glucuronate reductase', 'L-gulonate NAD-3-oxidoreductase', 'L-gulonate:NADP+ 6-oxidoreductase', 'L-hexonate:NADP dehydrogenase', 'More', 'NADP-L-gulonate dehydrogenase', 'TPN l-hexonate dehydrogenase', 'TPN-L-gulonate dehydrogenase']"
101,1.1.1.190,"['(indol-3-yl)ethanol:NAD+ oxidoreductase', '1.1.1.190', 'indole-3-acetaldehyde reductase (NADH)', 'indoleacetaldehyde reductase']"
102,1.1.1.191,"['(indol-3-yl)ethanol:NADP+ oxidoreductase', '1.1.1.191', 'indole-3-acetaldehyde reductase (NADPH)', 'indoleacetaldehyde (reduced nicotinamide adenine dinucleotide phosphate) reductase']"
103,1.1.1.192,"['1.1.1.192', 'ADH1', 'ADH2', 'dehydrogenase, long-chain alcohol', 'fatty alcohol oxidoreductase', 'long-chain alcohol dehydrogenase', 'long-chain alkyl alcohol dehydrogenase', 'long-chain dehydrogenase', 'long-chain-alcohol dehydrogenase', 'long-chain-alcohol:NAD+ oxidoreductase']"
104,1.1.1.193,"['1.1.1.193', ""5-amino-6-(5-phospho-D-ribitylamino)uracil:NADP+ 1'-oxidoreductase"", '5-amino-6-(5-phosphoribosylamino)uracil reductase', 'aminodioxyphosphoribosylaminopyrimidine reductase', 'HTP reductase', 'RibD', 'RibG', 'riboflavin biosynthesis protein']"
105,1.1.1.194,"['1.1.1.194', 'CAD', 'CADH', 'coniferyl alcohol dehydrogenase', 'coniferyl-alcohol dehydrogenase', 'coniferyl-alcohol:NADP+ oxidoreductase']"
106,1.1.1.195,"['1.1.1.195', 'ADH', 'AdhA', 'alcohol dehydrogenase', 'AtCAD4', 'BdCAD1', 'Bmr6', 'Bradi3g06480', 'brown midrib6', 'Brown-midrib 1 protein', 'CAD', 'CAD 7/8', 'CAD1', 'CAD10', 'CAD11', 'CAD12', 'CAD13', 'CAD14', 'CAD15', 'CAD2', 'CAD3', 'CAD4', 'CAD5', 'CAD6', 'CAD7', 'CAD8', 'CAD9', 'CADH I', 'cinnamyl alcohol dehydrogenase', 'cinnamyl alcohol dehydrogenase 1', 'cinnamyl alcohol dehydrogenase 12', 'cinnamyl alcohol dehydrogenase 2', 'cinnamyl alcohol dehydrogenase 3', 'cinnamyl alcohol dehydrogenase 4', 'cinnamyl alcohol dehydrogenase 5', 'cinnamyl alcohol dehydrogenase 7', 'cinnamyl alcohol dehydrogenase 9', 'cinnamyl alcohol dehydrogenase C', 'cinnamyl alcohol dehydrogenases', 'cinnamyl-alcohol dehydrogenase', 'cinnamyl-alcohol:NADP+ oxidoreductase', 'CtCAD1', 'CtCAD2', 'CtCAD3', 'dehydrogenase, cinnamyl alcohol', 'FC1', 'FLEXIBLE CULM1', 'HcCAD1', 'HcCAD2', 'LlCAD2', 'LtuCAD1', 'More', 'Mt-CAD1', 'Mt-CAD2', 'PhCAD1', 'PhCAD2', 'PhCAD3', 'PhCAD4', 'PtoCAD1', 'PtoCAD12', 'PtoCAD2', 'PtoCAD3', 'PtoCAD5', 'PtoCAD6', 'PtoCAD7', 'PtoCAD8', 'PtoCAD9', 'ScAdh6p', 'TaCAD12']"
107,1.1.1.196,"['(5Z,13E)-(15S)-9alpha,15-dihydroxy-11-oxoprosta-5,13-dienoate:NADP+ 15-oxidoreductase', '1.1.1.196', '15-hydroxy PGD2 dehydrogenase', '15-hydroxy prostaglandin dehydrogenase (NADP+)', '15-hydroxyprostaglandin-D dehydrogenase (NADP+)', 'dehydrogenase, 15-hydroxyprostaglandin (nicotinamide adenine dinucleotide phosphate)', 'dehydrogenase, prostaglandin D2', 'NADP+-dependent 15-hydroxyprostaglandin dehydrogenase', 'NADP+-linked 15-hydroxyprostaglandin dehydrogenase', 'NADP+-linkedprostaglandin D2 dehydrogenase', 'NADP+-specific 15-hydroxyprostaglandindehydrogenase', 'NADP-PGD2 dehydrogenase', 'prostaglandin D2 dehydrogenase', 'prostaglandin-D 15-dehydrogenase (NADP+)']"
108,1.1.1.197,"['(13E)-(15S)-11alpha,15-dihydroxy-9-oxoprost-13-enoate:NADP+ 15-oxidoreductase', '1.1.1.197', '15-hydroxyprostaglandin dehydrogenase (NADP+)', '9-ketoprostaglandin reductase', 'carbonyl reductase', 'NADP-dependent 15-hydroxyprostaglandin dehydrogenase', 'NADP-linked 15-hydroxyprostglandin dehydrogenase', 'NADP-specific 15-hydroxyprostaglandin dehydrogenase', 'prostaglandin 9-ketoreductase', 'prostaglandin E 9-ketoreductase', 'type II 15-hydroxyprostaglandin dehydrogenase']"
109,1.1.1.198,"['(+)-borneol dehydrogenase', '(+)-borneol:NAD+ oxidoreductase', '1.1.1.198', 'AaBDH', 'ADH2', 'BDH', 'bicyclic monoterpenol dehydrogenase', 'THL1_4180']"
110,1.1.1.199,"['(S)-usnate reductase', '1.1.1.199', 'L-usnic acid dehydrogenase', 'reduced-(S)-usnate:NAD+ oxidoreductase (ether-bond-forming)']"
111,1.1.1.2,"['1.1.1.2', '2&deg; Adh', '3-DG-reducing enzyme', 'AAur_2040', 'ADH', 'ADH-1', 'ADH-2', 'ADH-I', 'ADH-II', 'ADH2', 'Adh319', 'ADH4', 'Adh6', 'AdhA', 'AdhB', 'AKR1A1', 'AKR1A4', 'alcohol dehydrogenase (NADP+)', 'alcohol dehydrogenase C', 'alcohol dehydrogenase [NADP(+)]', 'Alcohol dehydrogenase [NADP+]', 'alcohol:NADP+ oxidoreductase', 'aldehyde reductase', 'aldehyde reductase (NADPH2)', 'aldehyde/ketone reductase', 'aldo-keto reductase', 'Aldo-keto reductase family 1 member A1', 'aldose reductase', 'ALDR', 'alipathic aldehyde reductase', 'ALR', 'ALR 1', 'ALR1', 'BdhA', 'bovine brain aldehyde reductase', 'D-glucuronate reductase', 'daunorubicin reductase', 'DRD', 'EhADH1', 'Gre2p', 'hexogenate dehydrogenase', 'high-Km aldehyde reductase', 'HvADH2', 'L-hexonate dehydrogenase', 'LB-RADH', 'LBADH', 'liver alcohol dehydrogenase', 'low-Km aldehyde reductase', 'mevaldate reductase', 'Mpd1', 'NADP(H)-dependent alcohol dehydrogenase', 'NADP-alcohol dehydrogenase', 'NADP-aldehyde reductase', 'NADP-dependent aldehyde reductase', 'NADP-linked aryl alcohol dehydrogenase', 'NADPH-aldehyde reductase', 'NADPH-cytochrome c reductase', 'NADPH-dependent aldehyde reductase', 'NADPH-dependent FALDR', 'NADPH-dependent fatty aldehyde reductase', 'NADPH-linked aldehyde reductase', 'nonspecific succinic semialdehyde reductase', 'Octopine dehydrogenase', 'putative iron alcohol dehydrogenase', 'PyAeADHII', 'rabbit kidney aldehyde-ketone reductase', 'RADH', 'ScADHVI', 'short-chain ADH', 'short-chain alcohol dehydrogenase', 'short-chain dehydrogenase/reductase', 'TBADH', 'TbADH1', 'Teth39_1597', 'Teth514_0564', 'TPN-L-hexonate dehydrogenase', 'TPNH-linked aldehyde reductase', 'TPNH-specific aldehyde reductase', 'triphosphopyridine nucleotide-linked aldehyde reductase', 'TsAdh319', 'Y63 protein', 'yeast alcohol dehydrogenase', 'YqhD']"
112,1.1.1.20,"['1.1.1.20', 'glucuronolactone reductase', 'GRase', 'gulonolactone dehydrogenase', 'L-gulono-1,4-lactone:NADP+ 1-oxidoreductase', 'reductase, glucuronolactone']"
113,1.1.1.200,"['1.1.1.200', 'A6PR', 'A6PRase', 'alditol 6-phosphate:NADP 1-oxidoreductase', 'aldose-6-P reductase', 'aldose-6-phosphate reductase', 'aldose-6-phosphate reductase (NADPH)', 'aldose-6-phosphate reductase [NADPH]', 'D-aldose-6-phosphate:NADP+ 1-oxidoreductase', 'NADP-S6PDH', 'NADPH-dependent aldose 6-phosphate reductase', 'reductase, aldose 6-phosphate', 'S6PDH', 'sorbitol-6-phosphate dehydrogenase']"
